,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
2427,081257558X,"Winter's Heart (The Wheel of Time, Book 9)",Robert Jordan,2002,Tor Books
2428,0553212737,Emma,JANE AUSTEN,1984,Bantam
2429,055356983X,Anne Frank's Tales from the Secret Annex,Anne Frank,1994,Bantam Books
2430,0330352695,Four Letters of Love,Niall Williams,1994,Pan Books Ltd
2431,0684849690,The SECRET DIARY OF ANNE BOLEYN,Robin Maxwell,1998,Touchstone
2432,0425195449,Naked Prey (Prey),John Sandford,2004,Berkley Publishing Group
2433,2290311782,Je Voudrais Que Quelqu'un M'Attende Quelque Part,Anna Gavalda,2001,Editions J'Ai Lu
2434,0141301104,The Witches (Puffin Novels),Roald Dahl,1998,Puffin Books
2435,0425174344,Local Girls,Alice Hoffman,2000,Berkley Publishing Group
2436,0671027581,Open Season,Linda Howard,2002,Pocket
2437,1573229725,Fingersmith,Sarah Waters,2002,Riverhead Books
2438,0671534726,Heart Song (Logan),V.C. Andrews,1997,Pocket
2439,0671873202,Hidden Jewel (Landry),V.C. Andrews,1995,Pocket
2440,0671007637,Runaways (Orphans),V.C. Andrews,1998,Pocket
2441,0671534734,Unfinished Symphony (Logan),V.C. Andrews,1997,Pocket
2442,0671534742,Music in the Night (Logan),V.C. Andrews,1998,Pocket
2443,0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group
2444,0380599236,Spring Moon: A Novel of China,Bette Lord,1982,Avon Books
2445,0440224780,The Ranch,DANIELLE STEEL,1998,Dell
2446,0446671002,The Celestine Prophecy,James Redfield,1995,Warner Books
2447,0590453653,"Welcome to Dead House (Goosebumps, No 1)",R. L. Stine,1995,Scholastic
2448,0812971043,The Dante Club : A Novel,MATTHEW PEARL,2004,Random House Trade Paperbacks
2449,0385509510,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2003,Doubleday
2450,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books
2451,8807813025,"Novocento, Un Monologo",Alessandro Baricco,2003,Distribooks Inc
2452,0449219399,Murder at the National Cathedral (Capital Crime Mysteries),Margaret Truman,1992,Fawcett Books
2453,0441001416,Lyon's Pride (Rowan),Anne McCaffrey,1995,Ace Books
2454,0553564927,"The Last Command (Star Wars: The Thrawn Trilogy, Vol. 3)",Timothy Zahn,1998,Bantam
2455,0451410378,The Silent Bride (April Woo Suspense Novels (Paperback)),Leslie Glass,2002,Onyx Books
2456,1573227889,Tipping the Velvet,Sarah Waters,2000,Riverhead Books
2457,0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books
2458,0345430514,"Another City, Not My Own: A Novel in the Form of a Memoir",Dominick Dunne,1999,Ballantine Books
2459,0061097853,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch
2460,0553271369,The Lords of Discipline,Pat Conroy,1986,Bantam Books
2461,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket
2462,0590487922,Zlata's Diary: A Child's Life in Sarajevo,Zlata Filipovic,1994,Scholastic Inc
2463,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
2464,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books
2465,0671795554,Remember When,Judith McNaught,1997,Pocket
2466,0515130044,The Attorney,Steve Martini,2001,Jove Books
2467,038072118X,Where is Joe Merchant?,Jimmy Buffett,1993,Avon
2468,0446608009,The Drowning People,Richard Mason,2000,Warner Vision
2469,0553576798,The Other Daughter,LISA GARDNER,1999,Bantam
2470,038550117X,Disobedience,Jane Hamilton,2000,Doubleday Books
2471,1400030927,Jennifer Government,MAX BARRY,2004,Vintage
2472,038549744X,English Passengers,Matthew Kneale,2001,Anchor Books/Doubleday
2473,0345446666,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett
2474,0553255762,Maya Angelou: Poems,MAYA ANGELOU,1996,Bantam
2475,0671690094,ANNE FRANK: DIARY OF A YOUNG GIRL,Anne Frank,1989,Pocket
2476,0446611921,The Millionaires,Brad Meltzer,2002,Warner Vision
2477,0380710722,It's Always Something,Gilda Radner,1990,Avon
2478,0679776591,Fugitive Pieces,Anne Michaels,1998,Vintage Books USA
2479,0671000314,FLOOD TIDE,Clive Cussler,1998,Pocket Books
2480,0517703963,Midwives,Chris Bohjalian,1997,Random House~trade
2481,0380710811,The First Man in Rome,Colleen McCullough,1991,Avon
2482,0066209773,"The Master Butchers Singing Club : A Novel (Erdrich, Louise)",Louise Erdrich,2003,HarperCollins
2483,1558746226,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998,Health Communications
2484,0375506276,The Fourth Hand,JOHN IRVING,2001,Random House
2485,0743237196,Fall on Your Knees,Ann-Marie MacDonald,2002,Simon & Schuster
2486,0684803968,LET ME CALL YOU SWEETHEART,Mary Higgins Clark,1995,Simon & Schuster
2487,0553582364,A Traitor to Memory,Elizabeth George,2002,Bantam Books
2488,0446611476,Stone Kiss,Faye Kellerman,2003,Warner Books
2489,0553284363,Payment in Blood,Elizabeth George,1990,Bantam Books
2490,0515097500,Men in Blue (Badge of Honor Novels (Paperback)),W. E. B. Griffin,1991,Jove Books
2491,0743411331,Never Change,Elizabeth Berg,2002,Washington Square Press
2492,0451451430,Nightseer,Laurell K. Hamilton,2004,Roc
2493,0345440781,The Redemption of Althalus,David Eddings,2001,Del Rey Books
2494,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
2495,0515124893,Homeport,Nora Roberts,1999,Jove Books
2496,0671528203,Stillwatch,Mary Higgins Clark,1997,Pocket
2497,0812540336,"The Visitant (The Anasazi Mysteries, Book 1)",Kathleen O'Neal Gear,2000,Tor Books
2498,0553210793,The Adventures of Huckleberry Finn (Bantam Classics),MARK TWAIN,1981,Bantam
2499,0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion
2500,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books
2501,0425097722,Fatherhood,Bill Cosby,1994,Berkley Publishing Group
2502,067189109X,The Blessing,Jude Deveraux,1999,Pocket Star
2503,0440229499,Gathering Blue (Readers Circle),LOIS LOWRY,2002,Laurel Leaf
2504,0671702513,The Prize,Julie Garwood,1991,Pocket
2505,0449911594,Dinner at the Homesick Restaurant : A Novel,ANNE TYLER,1996,Ballantine Books
2506,0151002290,East of the Mountains,David Guterson,1999,Harcourt
2507,067166641X,SURRENDER THE PINK : SURRENDER THE PINK,Angela Fisher,1991,Pocket
2508,0385333412,Dating Big Bird,Laura Zigman,2001,Delta
2509,0060084405,Bread Alone : A Novel,Judith R. Hendricks,2002,Perennial
2510,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books
2511,0140430016,Wuthering Heights (Penguin Classics),Emily Bronte,1985,Penguin USA
2512,0590203509,Little Women,Louisa May Alcott,1994,Scholastic
2513,0689824750,Among the Hidden,Margaret Peterson Haddix,2000,Aladdin
2514,0804108897,Earthly Possessions,Anne Tyler,1993,Ivy Books
2515,0385501560,Choke,Chuck Palahniuk,2001,Doubleday Books
2516,006440630X,The Midwife's Apprentice (Trophy Newbery),Karen Cushman,1996,HarperTrophy
2517,0553565060,Deception,Amanda Quick,1994,Bantam
2518,0345430573,A Certain Justice (Adam Dalgliesh Mysteries (Paperback)),P. D. James,1999,Ballantine Books
2519,0671507036,Montana 1948 : Montana 1948,Larry Watson,1995,Washington Square Press
2520,0821776037,Whispers,Lisa Jackson,2003,Kensington Publishing Corporation
2521,0142001821,The Passion of Artemisia,Susan Vreeland,2002,Penguin Books
2522,0380719185,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean P. Sasson,1997,Avon Books
2523,0452281903,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,2000,Plume Books
2524,0385316917,Special Delivery,Danielle Steel,1997,Delacorte Press
2525,0385335431,Answered Prayers,Danielle Steel,2002,Delacorte Press
2526,0440205573,Star,Danielle Steel,1990,Dell
2527,0440221501,Lightning,DANIELLE STEEL,1996,Dell
2528,0440201926,Kaleidoscope,Danielle Steel,1988,Dell
2529,0440176484,Secrets,DANIELLE STEEL,1986,Dell
2530,0553576143,The Cry of the Halidon,Robert Ludlum,1996,Bantam Books
2531,0446612731,The Black Echo,Michael Connelly,2002,Warner Books
2532,0061092037,The Fourth Estate,Jeffrey Archer,1997,HarperTorch
2533,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
2534,0440216818,Daybreak,Belva Plain,1995,Dell Publishing Company
2535,0385319568,The Long Road Home,DANIELLE STEEL,1998,Delacorte Press
2536,0679454497,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf
2537,0441008658,Spindle's End,Robin McKinley,2001,Ace Books
2538,0345368991,The Chronicles of Pern: 1st Fall (The Dragonriders of Pern),Anne McCaffrey,1994,Del Rey Books
2539,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor
2540,0380005255,The Flame and the Flower,Kathleen E. Woodiwiss,1972,Avon
2541,038079828X,Petals on the River (Avon Historical Romance),Kathleen E. Woodiwiss,1998,Avon
2542,0671010085,One Pink Rose (Clayborne Brides),Julie Garwood,1997,Pocket
2543,0446356611,Rage of Angels,Sidney Sheldon,1988,Warner Books
2544,0446350109,Windmills of the Gods,Sidney Sheldon,1987,Warner Books
2545,0553574574,Beach Music,Pat Conroy,1996,Bantam Books
2546,0140434895,Great Expectations,Charles Dickens,1998,Penguin USA (Paper)
2547,0060194790,Waiting : The True Confessions of a Waitress,Debra Ginsberg,2000,HarperCollins Publishers
2548,0140265988,Falling Leaves Brit Edition,Adeline Yen Mah,1994,Penguin Putnam~trade
2549,0375724443,Ava's Man,Rick Bragg,2002,Vintage Books USA
2550,034541005X,The Power of One,Bryce Courtenay,1992,Ballantine Books
2551,059045370X,"Let's Get Invisible! (Goosebumps, No 6)",R. L. Stine,1995,Scholastic
2552,0590453696,"The Curse of the Mummy's Tomb (Goosebumps, No 5)",R. L. Stine,1995,Scholastic
2553,0590477382,"One Day at Horrorland (Goosebumps, No 16)",R. L. Stine,1995,Scholastic
2554,0590466186,"The Girl Who Cried Monster (Goosebumps, No 8)",R. L. Stine,1995,Scholastic
2555,0064400204,Sounder,William H. Armstrong,1972,HarperTrophy
2556,0525947671,The Lady and the Unicorn,Tracy Chevalier,2003,Dutton Adult
2557,0440147956,Light a Penny Candle,Maeve Binchy,1994,Dell Publishing Company
2558,0763616052,Because of Winn-Dixie,Kate Dicamillo,2001,Candlewick Press (MA)
2559,0440212359,London Transports,Maeve Binchy,1995,Dell Publishing Company
2560,0515113328,The Cat Who Went into the Closet,Lilian Jackson Braun,1995,Jove Books
2561,0515093203,The Cat Who Played Post Office (Cat Who... (Paperback)),Lilian Jackson Braun,1991,Jove Books
2562,0446525731,The Christmas Train,David Baldacci,2002,Warner Books
2563,0515107867,The Cat Who Knew a Cardinal,Lilian Jackson Braun,1995,Jove Books
2564,0684813637,John Adams,David McCullough,2001,Simon & Schuster
2565,0515132268,The Cat Who Smelled a Rat (Cat Who... (Paperback)),Lilian Jackson Braun,2002,Jove Books
2566,0451190572,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,Signet Book
2567,8845205118,Il Piccolo Principe Prince Italn,Antoine de Saint-Exup̩ry,1994,Bompiani Italian
2568,0525940413,So Far,Kelsey Grammer,1995,Penguin USA
2569,0449206440,The Crystal Cave,Mary Stewart,1989,Fawcett Books
2570,0515109509,The Cat Who Moved a Mountain,Lilian Jackson Braun,1992,Jove Books
2571,0679437851,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver W. Sacks,1995,Random House Inc
2572,0449225046,Black Lightning,John Saul,1996,Ballantine Books
2573,0836217241,The Far Side Gallery 4,Gary Larson,1993,Andrews McMeel Publishing
2574,0345338588,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",Piers Anthony,1989,Del Rey Books
2575,0345318854,With a Tangled Skein (Incarnations of Immortality (Paperback)),PIERS ANTHONY,1986,Del Rey
2576,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
2577,2266104535,Et Si C'Etait Vrai / If This Were Only True,Marc Levy,2001,Pocket
2578,055327449X,The Illustrated Man (Grand Master Editions),RAY BRADBURY,1983,Spectra
2579,0425093328,The Cat Who Walks Through Walls,Robert A. Heinlein,1986,Penguin Putnam~mass
2580,0312979533,A Place of Execution,Val McDermid,2001,St. Martin's Paperbacks
2581,0679879269,"The Amber Spyglass (His Dark Materials, Book 3)",Philip Pullman,2000,Alfred A. Knopf
2582,0451159497,Sphinx,Robin Cook,2001,Signet Book
2583,0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group
2584,0618002235,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1999,Houghton Mifflin Company
2585,0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company
2586,0451409973,Julie and Romeo: A Novel,Jeanne Ray,2001,Onyx Books
2587,067187098X,For the Roses,Julie Garwood,1996,Pocket
2588,0380844001,A Rose in Winter,Kathleen E. Woodiwiss,1983,Avon
2589,0689714335,The Cat Who Went to Heaven,Elizabeth Coatsworth,1990,Aladdin
2590,1400030382,The Piano Tuner : A Novel,DANIEL MASON,2003,Vintage
2591,3379015180,Schlafes Bruder,Robert Schneider,1994,"Reclam, Leipzig"
2592,0375411070,Basket Case,CARL HIAASEN,2002,Knopf
2593,0440343690,I Heard the Owl Call My Name,Margaret Craven,1993,Laurel
2594,1853260231,Frankenstein (Wordsworth Classics),Mary Wollstonecraft Shelley,1997,NTC/Contemporary Publishing Company
2595,0802135226,The Passion,Jeanette Winterson,1997,Grove Press
2596,0375712925,The Emperor of Ocean Park (Vintage Contemporaries (Paperback)),Stephen L. Carter,2003,Vintage Books USA
2597,0446678457,Cane River (Oprah's Book Club (Paperback)),Lalita Tademy,2002,Warner Books
2598,0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group
2599,0440178002,Shogun,JAMES CLAVELL,1986,Dell
2600,0060976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,Perennial
2601,0767905202,Mr. Maybe,Jane Green,2002,Broadway Books
2602,0688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill
2603,0743225082,Man and Boy: A Novel,Tony Parsons,2002,Touchstone
2604,0312977409,House of Dreams,Brenda Joyce,2001,St. Martin's Paperbacks
2605,055358183X,The Bride and the Beast,TERESA MEDEIROS,2001,Bantam
2606,0671867164,The Lottery Winner: Alvirah and Willy Stories,Mary Higgins Clark,1994,Simon & Schuster
2607,0804108412,Damage,Josephine Hart,1992,Ivy Books
2608,0060740450,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial
2609,1551660717,Forbidden Fruit,Erica Spindler,1996,Mira
2610,0451199685,False Pretenses,Catherine Coulter,2004,Signet Book
2611,0679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,Knopf
2612,0345310020,Chronicle of a Death Foretold,GABRIEL GARCIA MARQUEZ,1984,Ballantine Books
2613,0064403688,Jacob Have I Loved,Katherine Paterson,1990,HarperTrophy
2614,0064472795,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",Meg Cabot,2002,HarperTrophy
2615,0374480095,Tuck Everlasting,Natalie Babbitt,1985,"Farrar, Straus and Giroux (BYR)"
2616,0553269631,The Heart Is a Lonely Hunter,CARSON MCCULLERS,1983,Bantam
2617,0915811006,Way of the Peaceful Warrior: A Book That Changes Lives (Peaceful Warrior),Dan Millman,1984,Pub Group West
2618,0380728249,Almost Adam,Petru Popescu,1997,Avon Books
2619,0380792648,Subterranean,James Rollins,1999,Avon
2620,0871138018,The Toughest Indian in the World,Sherman Alexie,2000,Pub Group West
2621,0812550293,"The Path of Daggers (The Wheel of Time, Book 8)",Robert Jordan,1999,Tor Fantasy
2622,0679751319,Dead Man Walking: An Eyewitness Account of the Death Penalty in the United States,Helen Prejean,1996,Vintage Books USA
2623,0553277537,Dandelion Wine (Grand Master Editions),RAY BRADBURY,1985,Bantam
2624,0449910237,Moo,Jane Smiley,1996,Ballantine Books
2625,0380726238,A Drink Before the War (Patrick Kenzie/Angela Gennaro Novels),Dennis Lehane,1996,HarperTorch
2626,0425150143,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group
2627,0061096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch
2628,0345409973,The Cobra Event,Richard Preston,1998,Ballantine Books
2629,0345413865,Billy Straight : A Novel,JONATHAN KELLERMAN,1999,Ballantine Books
2630,0446609404,Cradle and All,James Patterson,2001,Warner Vision
2631,0449203794,Space,James A. Michener,1988,Fawcett Books
2632,0441002935,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter
2633,0441000916,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Ace Books
2634,0140043128,One Flew over the Cuckoo's Nest,Ken Kesey,1976,Penguin Books
2635,0060557257,Sushi for Beginners,Marian Keyes,2004,HarperTorch
2636,0373835876,Simply Sinful (Simply (Harlequin)),Carly Phillips,2003,Harlequin
2637,0312983301,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004,St. Martin's Paperbacks
2638,0373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,Silhouette
2639,1551669374,Sisters Found,Joan Johnston,2002,Mira
2640,1551669234,Stonebrook Cottage,Carla Neggers,2002,Mira
2641,0440225299,Numbered Account,CHRISTOPHER REICH,1998,Dell
2642,0671642561,Fallen Hearts,V.C. Andrews,1988,Pocket
2643,0671695126,Secrets of the Morning (Cutler),V.C. Andrews,1991,Pocket
2644,0671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket
2645,0425144372,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group
2646,0060256656,The Giving Tree,Shel Silverstein,1964,HarperCollins Publishers
2647,0349111863,Sex and the City,Candace Bushnell,2000,Trafalgar Square
2648,044024126X,Taken,Thomas H. Cook,2002,Dell Publishing Company
2649,0380718758,"Snow White, Blood Red",Ellen Datlow,1993,Eos
2650,0028604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995,MacMillan Publishing Company.
2651,0671526022,Color Purple,Alice Walker,1983,Washington Square Press
2652,0425186709,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2002,Berkley Publishing Group
2653,0671026682,Serpent : A Novel from the NUMA Files (Numa Files Series),Clive Cussler,2000,Pocket
2654,0399151613,The Jane Austen Book Club,Karen Joy Fowler,2004,Marian Wood Book
2655,0684834731,The Locket : A Novel (Christmas Box Trilogy),Richard Paul Evans,1998,Simon & Schuster
2656,0140167153,Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence,Joe Dominguez,1993,Penguin Books
2657,0670839531,Needful Things: The Last Castle Rock Story,Stephen King,1991,Viking Books
2658,0446358584,The Talbot Odyssey,Nelson DeMille,1991,Warner Books
2659,0374121230,Child of My Heart,Alice McDermott,2002,Farrar Straus & Giroux
2660,0553578529,Into the Wilderness,Sara Donati,1999,Bantam Books
2661,0515123447,Killing Floor,Lee Child,1998,Jove Books
2662,0441010512,Club Dead (Southern Vampire Mysteries),Charlaine Harris,2003,Ace Books
2663,0385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese
2664,088730866X,The Dilbert Future: Thriving on Stupidity in the 21st Century,Scott Adams,1997,HarperCollins Publishers
